Tournament,Matchday,Date,Venue,Club,Opponent,Result,Position,Minute,When Scored,Goal Type,Assist
Bundesliga ,33,20/06/20,Home,Bayern Munich,SC Freiburg,3:1,CF,37',3:1,Right-footed shot,Lucas Hernández
Bundesliga ,34,27/06/20,Away,Bayern Munich,VfL Wolfsburg,0:4,CF,72',0:3,Penalty,Not Applicable
DFB-Pokal ,Finale,04/07/20,Away,Bayern Munich,Bayer 04 Leverkusen,2:4,CF,59',0:3,Right-footed shot,Manuel Neuer
DFB-Pokal ,Finale,04/07/20,Away,Bayern Munich,Bayer 04 Leverkusen,2:4,CF,89',1:4,Right-footed shot,Ivan Perišić
Champions League ,Achtelfinale,08/08/20,Home,Bayern Munich,Chelsea FC,4:1,CF,10',1:0,Penalty,Not Applicable
Champions League ,Achtelfinale,08/08/20,Home,Bayern Munich,Chelsea FC,4:1,CF,83',4:1,Header,Álvaro Odriozola
Champions League ,Viertelfinale,14/08/20,Away,Bayern Munich,FC Barcelona,2:8,CF,82',2:6,Header,Philippe Coutinho
Champions League ,Halbfinale,19/08/20,Away,Bayern Munich,Olympique Lyon,0:3,CF,88',0:3,Header,Joshua Kimmich
Bundesliga ,1,18/09/20,Home,Bayern Munich,FC Schalke 04,8:0,CF,31',3:0,Penalty,Not Applicable
Bundesliga ,3,04/10/20,Home,Bayern Munich,Hertha BSC,4:3,CF,40',1:0,Right-footed shot,Serge Gnabry
Bundesliga ,3,04/10/20,Home,Bayern Munich,Hertha BSC,4:3,CF,51',2:0,Right-footed shot,Chris Richards
Bundesliga ,3,04/10/20,Home,Bayern Munich,Hertha BSC,4:3,CF,85',3:2,Left-footed shot,Thomas Müller
Bundesliga ,3,04/10/20,Home,Bayern Munich,Hertha BSC,4:3,CF,90'+3,4:3,Penalty,Not Applicable
Bundesliga ,4,17/10/20,Away,Bayern Munich,Arminia Bielefeld,1:4,CF,25',0:2,Right-footed shot,Leon Goretzka
Bundesliga ,4,17/10/20,Away,Bayern Munich,Arminia Bielefeld,1:4,CF,45'+1,0:3,Right-footed shot,Thomas Müller
Bundesliga ,5,24/10/20,Home,Bayern Munich,Eintracht Frankfurt,5:0,CF,10',1:0,Left-footed shot,Kingsley Coman
Bundesliga ,5,24/10/20,Home,Bayern Munich,Eintracht Frankfurt,5:0,CF,26',2:0,Header,Joshua Kimmich
Bundesliga ,5,24/10/20,Home,Bayern Munich,Eintracht Frankfurt,5:0,CF,60',3:0,Right-footed shot,Douglas Costa
Champions League ,Gruppenphase,03/11/20,Away,Bayern Munich,Red Bull Salzburg,2:6,CF,21',1:1,Penalty,Not Applicable
Champions League ,Gruppenphase,03/11/20,Away,Bayern Munich,Red Bull Salzburg,2:6,CF,88',2:5,Header,Javi Martínez
Bundesliga ,7,07/11/20,Away,Bayern Munich,Borussia Dortmund,2:3,CF,48',1:2,Header,Lucas Hernández
Champions League ,Gruppenphase,25/11/20,Home,Bayern Munich,Red Bull Salzburg,3:1,CF,42',1:0,Left-footed shot,Not Applicable
Bundesliga ,9,28/11/20,Away,Bayern Munich,VfB Stuttgart,1:3,CF,45'+1,1:2,Right-footed shot,Kingsley Coman
Bundesliga ,11,12/12/20,Away,Bayern Munich,1.FC Union Berlin,1:1,CF,67',1:1,Right-footed shot,Kingsley Coman
Bundesliga ,12,16/12/20,Home,Bayern Munich,VfL Wolfsburg,2:1,CF,45'+1,1:1,Header,Kingsley Coman
Bundesliga ,12,16/12/20,Home,Bayern Munich,VfL Wolfsburg,2:1,CF,50',2:1,Right-footed shot,Jérôme Boateng
Bundesliga ,13,19/12/20,Away,Bayern Munich,Bayer 04 Leverkusen,1:2,CF,43',1:1,Header,Thomas Müller
Bundesliga ,13,19/12/20,Away,Bayern Munich,Bayer 04 Leverkusen,1:2,CF,90'+3,1:2,Deflected shot on goal,Joshua Kimmich
Bundesliga ,14,03/01/21,Home,Bayern Munich,1.FSV Mainz 05,5:2,CF,76',4:2,Penalty,Not Applicable
Bundesliga ,14,03/01/21,Home,Bayern Munich,1.FSV Mainz 05,5:2,CF,83',5:2,Right-footed shot,Thomas Müller
Bundesliga ,15,08/01/21,Away,Bayern Munich,Borussia Mönchengladbach,3:2,CF,20',0:1,Penalty,Not Applicable
Bundesliga ,16,17/01/21,Home,Bayern Munich,SC Freiburg,2:1,CF,7',1:0,Left-footed shot,Thomas Müller
Bundesliga ,17,20/01/21,Away,Bayern Munich,FC Augsburg,0:1,CF,13',0:1,Penalty,Not Applicable
Bundesliga ,18,24/01/21,Away,Bayern Munich,FC Schalke 04,0:4,CF,54',0:2,Right-footed shot,Joshua Kimmich
Bundesliga ,19,30/01/21,Home,Bayern Munich,TSG 1899 Hoffenheim,4:1,CF,57',3:1,Right-footed shot,Not Applicable
Club World Cup ,Halbfinale,08/02/21,Away,Bayern Munich,Al Ahly FC,0:2,CF,17',0:1,Right-footed shot,Serge Gnabry
Club World Cup ,Halbfinale,08/02/21,Away,Bayern Munich,Al Ahly FC,0:2,CF,85',0:2,Header,Leroy Sané
Bundesliga ,21,15/02/21,Home,Bayern Munich,Arminia Bielefeld,3:3,CF,48',1:2,Right-footed shot,David Alaba
Bundesliga ,22,20/02/21,Away,Bayern Munich,Eintracht Frankfurt,2:1,CF,53',2:1,Right-footed shot,Leroy Sané
Champions League ,Achtelfinale,23/02/21,Away,Bayern Munich,SS Lazio,1:4,CF,9',0:1,Left-footed shot,Not Applicable
Bundesliga ,23,27/02/21,Home,Bayern Munich,1.FC Köln,5:1,CF,33',2:0,Right-footed shot,Leon Goretzka
Bundesliga ,23,27/02/21,Home,Bayern Munich,1.FC Köln,5:1,CF,65',3:1,Right-footed shot,Thomas Müller
Bundesliga ,24,06/03/21,Home,Bayern Munich,Borussia Dortmund,4:2,CF,26',1:2,Right-footed shot,Leroy Sané
Bundesliga ,24,06/03/21,Home,Bayern Munich,Borussia Dortmund,4:2,CF,44',2:2,Penalty,Not Applicable
Bundesliga ,24,06/03/21,Home,Bayern Munich,Borussia Dortmund,4:2,CF,90',4:2,Right-footed shot,Alphonso Davies
Bundesliga ,25,13/03/21,Away,Bayern Munich,SV Werder Bremen,1:3,CF,67',0:3,Right-footed shot,Not Applicable
Champions League ,Achtelfinale,17/03/21,Home,Bayern Munich,SS Lazio,2:1,CF,33',1:0,Penalty,Not Applicable
Bundesliga ,26,20/03/21,Home,Bayern Munich,VfB Stuttgart,4:0,CF,18',1:0,Right-footed shot,Serge Gnabry
Bundesliga ,26,20/03/21,Home,Bayern Munich,VfB Stuttgart,4:0,CF,23',3:0,Header,Thomas Müller
Bundesliga ,26,20/03/21,Home,Bayern Munich,VfB Stuttgart,4:0,CF,39',4:0,Left-footed shot,Not Applicable
Bundesliga ,31,24/04/21,Away,Bayern Munich,1.FSV Mainz 05,2:1,CF,90'+4,2:1,Right-footed shot,Not Applicable
Bundesliga ,32,08/05/21,Home,Bayern Munich,Borussia Mönchengladbach,6:0,CF,2',1:0,Right-footed shot,David Alaba
Bundesliga ,32,08/05/21,Home,Bayern Munich,Borussia Mönchengladbach,6:0,CF,34',3:0,Right-footed shot,Thomas Müller
Bundesliga ,32,08/05/21,Home,Bayern Munich,Borussia Mönchengladbach,6:0,CF,66',5:0,Penalty,Not Applicable
Bundesliga ,33,15/05/21,Away,Bayern Munich,SC Freiburg,2:2,CF,26',0:1,Penalty,Not Applicable
Bundesliga ,34,22/05/21,Home,Bayern Munich,FC Augsburg,5:2,CF,90',5:2,Right-footed shot,Not Applicable
Bundesliga ,1,13/08/21,Away,Bayern Munich,Borussia Mönchengladbach,1:1,CF,42',1:1,Right-footed shot,Joshua Kimmich
DFL-Supercup ,Finale,17/08/21,Away,Bayern Munich,Borussia Dortmund,1:3,CF,41',0:1,Header,Serge Gnabry
DFL-Supercup ,Finale,17/08/21,Away,Bayern Munich,Borussia Dortmund,1:3,CF,74',1:3,Right-footed shot,Corentin Tolisso
Bundesliga ,2,22/08/21,Home,Bayern Munich,1.FC Köln,3:2,CF,50',1:0,Right-footed shot,Jamal Musiala
Bundesliga ,3,28/08/21,Home,Bayern Munich,Hertha BSC,5:0,CF,35',2:0,Header,Not Applicable
Bundesliga ,3,28/08/21,Home,Bayern Munich,Hertha BSC,5:0,CF,70',4:0,Left-footed shot,Leroy Sané
Bundesliga ,3,28/08/21,Home,Bayern Munich,Hertha BSC,5:0,CF,84',5:0,Header,Tanguy Nianzou
Bundesliga ,4,11/09/21,Away,Bayern Munich,RB Leipzig,1:4,CF,12',0:1,Penalty,Not Applicable
Champions League ,Gruppenphase,14/09/21,Away,Bayern Munich,FC Barcelona,0:3,CF,56',0:2,Left-footed shot,Not Applicable
Champions League ,Gruppenphase,14/09/21,Away,Bayern Munich,FC Barcelona,0:3,CF,85',0:3,Left-footed shot,Not Applicable
Bundesliga ,5,18/09/21,Home,Bayern Munich,VfL Bochum,7:0,CF,61',5:0,Right-footed shot,Not Applicable
Champions League ,Gruppenphase,29/09/21,Home,Bayern Munich,Dynamo Kyiv,5:0,CF,12',1:0,Penalty,Not Applicable
Champions League ,Gruppenphase,29/09/21,Home,Bayern Munich,Dynamo Kyiv,5:0,CF,27',2:0,Right-footed shot,Thomas Müller
Bundesliga ,8,17/10/21,Away,Bayern Munich,Bayer 04 Leverkusen,1:5,CF,3',0:1,Right-footed shot,Dayot Upamecano
Bundesliga ,8,17/10/21,Away,Bayern Munich,Bayer 04 Leverkusen,1:5,CF,30',0:2,Right-footed shot,Alphonso Davies
Champions League ,Gruppenphase,20/10/21,Away,Bayern Munich,SL Benfica,0:4,CF,82',0:3,Left-footed shot,Leroy Sané
Bundesliga ,9,23/10/21,Home,Bayern Munich,TSG 1899 Hoffenheim,4:0,CF,30',2:0,Right-footed shot,Thomas Müller
Bundesliga ,10,30/10/21,Away,Bayern Munich,1.FC Union Berlin,2:5,CF,15',0:1,Penalty,Not Applicable
Bundesliga ,10,30/10/21,Away,Bayern Munich,1.FC Union Berlin,2:5,CF,23',0:2,Right-footed shot,Thomas Müller
Champions League ,Gruppenphase,02/11/21,Home,Bayern Munich,SL Benfica,5:2,CF,26',1:0,Header,Kingsley Coman
Champions League ,Gruppenphase,02/11/21,Home,Bayern Munich,SL Benfica,5:2,CF,61',4:1,Right-footed shot,Leroy Sané
Champions League ,Gruppenphase,02/11/21,Home,Bayern Munich,SL Benfica,5:2,CF,84',5:2,Right-footed shot,Manuel Neuer
Bundesliga ,11,06/11/21,Home,Bayern Munich,SC Freiburg,2:1,CF,75',2:0,Right-footed shot,Leroy Sané
Bundesliga ,12,19/11/21,Away,Bayern Munich,FC Augsburg,2:1,CF,38',2:1,Right-footed shot,Thomas Müller
Champions League ,Gruppenphase,23/11/21,Away,Bayern Munich,Dynamo Kyiv,1:2,CF,14',0:1,Right-footed shot,Not Applicable
Bundesliga ,14,04/12/21,Away,Bayern Munich,Borussia Dortmund,2:3,CF,9',1:1,Right-footed shot,Thomas Müller
Bundesliga ,14,04/12/21,Away,Bayern Munich,Borussia Dortmund,2:3,CF,77',2:3,Penalty,Not Applicable
Bundesliga ,16,14/12/21,Away,Bayern Munich,VfB Stuttgart,0:5,CF,69',0:3,Right-footed shot,Serge Gnabry
Bundesliga ,16,14/12/21,Away,Bayern Munich,VfB Stuttgart,0:5,CF,72',0:4,Right-footed shot,Serge Gnabry
Bundesliga ,17,17/12/21,Home,Bayern Munich,VfL Wolfsburg,4:0,CF,87',4:0,Left-footed shot,Jamal Musiala
Bundesliga ,18,07/01/22,Home,Bayern Munich,Borussia Mönchengladbach,1:2,CF,18',1:0,Right-footed shot,Thomas Müller
Bundesliga ,19,15/01/22,Away,Bayern Munich,1.FC Köln,0:4,CF,9',0:1,Counter attack goal,Thomas Müller
Bundesliga ,19,15/01/22,Away,Bayern Munich,1.FC Köln,0:4,CF,62',0:3,Left-footed shot,Leroy Sané
Bundesliga ,19,15/01/22,Away,Bayern Munich,1.FC Köln,0:4,CF,74',0:4,Left-footed shot,Leroy Sané
Bundesliga ,21,05/02/22,Home,Bayern Munich,RB Leipzig,3:2,CF,44',2:1,Header,Kingsley Coman
Bundesliga ,22,12/02/22,Away,Bayern Munich,VfL Bochum,4:2,CF,9',0:1,Right-footed shot,Kingsley Coman
Bundesliga ,22,12/02/22,Away,Bayern Munich,VfL Bochum,4:2,CF,75',4:2,Right-footed shot,Not Applicable
Bundesliga ,23,20/02/22,Home,Bayern Munich,SpVgg Greuther Fürth,4:1,CF,46',1:1,Left-footed shot,Eric-Maxim Choupo-Moting
Bundesliga ,23,20/02/22,Home,Bayern Munich,SpVgg Greuther Fürth,4:1,CF,82',3:1,Header,Niklas Süle
Champions League ,Achtelfinale,08/03/22,Home,Bayern Munich,Red Bull Salzburg,7:1,CF,12',1:0,Penalty,Not Applicable
Champions League ,Achtelfinale,08/03/22,Home,Bayern Munich,Red Bull Salzburg,7:1,CF,21',2:0,Penalty,Not Applicable
Champions League ,Achtelfinale,08/03/22,Home,Bayern Munich,Red Bull Salzburg,7:1,CF,23',3:0,Right-footed shot,Not Applicable
Bundesliga ,26,12/03/22,Away,Bayern Munich,TSG 1899 Hoffenheim,1:1,CF,45'+3,1:1,Header,Joshua Kimmich
Bundesliga ,27,19/03/22,Home,Bayern Munich,1.FC Union Berlin,4:0,CF,45'+1,3:0,Penalty,Not Applicable
Bundesliga ,27,19/03/22,Home,Bayern Munich,1.FC Union Berlin,4:0,CF,47',4:0,Left-footed shot,Jamal Musiala
Bundesliga ,29,09/04/22,Home,Bayern Munich,FC Augsburg,1:0,CF,82',1:0,Penalty,Not Applicable
Champions League ,Viertelfinale,12/04/22,Home,Bayern Munich,Villarreal CF,1:1,CF,52',1:0,Right-footed shot,Thomas Müller
Bundesliga ,31,23/04/22,Home,Bayern Munich,Borussia Dortmund,3:1,CF,34',2:0,Left-footed shot,Thomas Müller
Bundesliga ,32,30/04/22,Away,Bayern Munich,1.FSV Mainz 05,3:1,CF,33',2:1,Left-footed shot,Eric-Maxim Choupo-Moting
Bundesliga ,34,14/05/22,Away,Bayern Munich,VfL Wolfsburg,2:2,CF,40',0:2,Header,Thomas Müller
LaLiga ,2,21/08/22,Away,FC Barcelona,Real Sociedad,1:4,CF,1',0:1,Counter attack goal,Alejandro Balde
LaLiga ,2,21/08/22,Away,FC Barcelona,Real Sociedad,1:4,CF,68',1:3,Right-footed shot,Ansu Fati
LaLiga ,3,28/08/22,Home,FC Barcelona,Real Valladolid CF,4:0,CF,24',1:0,Left-footed shot,Raphinha
LaLiga ,3,28/08/22,Home,FC Barcelona,Real Valladolid CF,4:0,CF,64',3:0,Not reported,Ousmane Dembélé
LaLiga ,4,03/09/22,Away,FC Barcelona,Sevilla FC,0:3,CF,36',0:2,Right-footed shot,Jules Koundé
Champions League ,Gruppenphase,07/09/22,Home,FC Barcelona,FC Viktoria Plzen,5:1,CF,34',2:0,Right-footed shot,Sergi Roberto
Champions League ,Gruppenphase,07/09/22,Home,FC Barcelona,FC Viktoria Plzen,5:1,CF,45'+3,3:1,Header,Ousmane Dembélé
Champions League ,Gruppenphase,07/09/22,Home,FC Barcelona,FC Viktoria Plzen,5:1,CF,67',4:1,Right-footed shot,Ferran Torres
LaLiga ,5,10/09/22,Away,FC Barcelona,Cádiz CF,0:4,CF,65',0:2,Tap-in,Not Applicable
LaLiga ,6,17/09/22,Home,FC Barcelona,Elche CF,3:0,CF,34',1:0,Tap-in,Alejandro Balde
LaLiga ,6,17/09/22,Home,FC Barcelona,Elche CF,3:0,CF,48',3:0,Right-footed shot,Not Applicable
LaLiga ,7,01/10/22,Away,FC Barcelona,RCD Mallorca,0:1,CF,20',0:1,Right-footed shot,Ansu Fati
Champions League ,Gruppenphase,12/10/22,Home,FC Barcelona,Inter Milan,3:3,CF,82',2:2,Left-footed shot,Not Applicable
Champions League ,Gruppenphase,12/10/22,Home,FC Barcelona,Inter Milan,3:3,CF,90'+2,3:3,Header,Eric García
LaLiga ,10,20/10/22,Home,FC Barcelona,Villarreal CF,3:0,CF,31',1:0,Right-footed shot,Jordi Alba
LaLiga ,10,20/10/22,Home,FC Barcelona,Villarreal CF,3:0,CF,35',2:0,Counter attack goal,Gavi
LaLiga ,11,23/10/22,Home,FC Barcelona,Athletic Bilbao,4:0,CF,22',3:0,Left-footed shot,Ousmane Dembélé
LaLiga ,12,29/10/22,Away,FC Barcelona,Valencia CF,0:1,CF,90'+3,0:1,Right-footed shot,Raphinha
Supercopa ,Halbfinale,12/01/23,Away,FC Barcelona,Real Betis Balompié,4:6,CF,40',0:1,Right-footed shot,Not Applicable
Supercopa ,Finale,15/01/23,Away,FC Barcelona,Real Madrid,1:3,CF,45',0:2,Right-footed shot,Gavi
Copa del Rey ,Achtelfinale,19/01/23,Away,FC Barcelona,AD Ceuta FC,0:5,CF,50',0:2,Right-footed shot,Franck Kessié
Copa del Rey ,Achtelfinale,19/01/23,Away,FC Barcelona,AD Ceuta FC,0:5,CF,90',0:5,Right-footed shot,Eric García
LaLiga ,17,01/02/23,Away,FC Barcelona,Real Betis Balompié,1:2,CF,80',0:2,Right-footed shot,Ronald Araujo
LaLiga ,22,19/02/23,Home,FC Barcelona,Cádiz CF,2:0,CF,45'+1,2:0,Right-footed shot,Sergi Roberto
Europa League ,Zwischenrunde,23/02/23,Away,FC Barcelona,Manchester United,2:1,CF,18',0:1,Penalty,Not Applicable
LaLiga ,27,01/04/23,Away,FC Barcelona,Elche CF,0:4,CF,20',0:1,Right-footed shot,Ronald Araujo
LaLiga ,27,01/04/23,Away,FC Barcelona,Elche CF,0:4,CF,66',0:3,Right-footed shot,Gavi
LaLiga ,31,26/04/23,Away,FC Barcelona,Rayo Vallecano,2:1,CF,83',2:1,Left-footed shot,Not Applicable
LaLiga ,32,29/04/23,Home,FC Barcelona,Real Betis Balompié,4:0,CF,36',2:0,Right-footed shot,Jules Koundé
LaLiga ,34,14/05/23,Away,FC Barcelona,RCD Espanyol Barcelona,2:4,CF,11',0:1,Left-footed shot,Alejandro Balde
LaLiga ,34,14/05/23,Away,FC Barcelona,RCD Espanyol Barcelona,2:4,CF,40',0:3,Left-footed shot,Raphinha
LaLiga ,35,20/05/23,Home,FC Barcelona,Real Sociedad,1:2,CF,90',1:2,Header,Ferran Torres
LaLiga ,36,23/05/23,Away,FC Barcelona,Real Valladolid CF,3:1,CF,84',3:1,Left-footed shot,Frenkie de Jong
LaLiga ,3,27/08/23,Away,FC Barcelona,Villarreal CF,3:4,CF,71',3:4,Left-footed shot,Not Applicable
LaLiga ,4,03/09/23,Away,FC Barcelona,CA Osasuna,1:2,CF,85',1:2,Penalty,Not Applicable
LaLiga ,5,16/09/23,Home,FC Barcelona,Real Betis Balompié,5:0,CF,32',2:0,Right-footed shot,Andreas Christensen
Champions League ,Gruppenphase,19/09/23,Home,FC Barcelona,Royal Antwerp FC,5:0,CF,19',2:0,Right-footed shot,João Félix
LaLiga ,6,23/09/23,Home,FC Barcelona,Celta de Vigo,3:2,CF,81',1:2,Right-footed shot,João Félix
LaLiga ,6,23/09/23,Home,FC Barcelona,Celta de Vigo,3:2,CF,85',2:2,Right-footed shot,João Cancelo
LaLiga ,13,12/11/23,Home,FC Barcelona,Deportivo Alavés,2:1,CF,53',1:1,Header,Jules Koundé
LaLiga ,13,12/11/23,Home,FC Barcelona,Deportivo Alavés,2:1,CF,78',2:1,Penalty,Not Applicable
LaLiga ,16,10/12/23,Home,FC Barcelona,Girona FC,2:4,CF,19',1:1,Header,Raphinha
Copa del Rey ,3.Runde,07/01/24,Away,FC Barcelona,UD Barbastro,2:3,CF,88',1:3,Penalty,Not Applicable
Supercopa ,Halbfinale,11/01/24,Home,FC Barcelona,CA Osasuna,2:0,CF,59',1:0,Right-footed shot,İlkay Gündoğan
Supercopa ,Finale,14/01/24,Away,FC Barcelona,Real Madrid,4:1,CF,33',2:1,Right-footed shot,Not Applicable
Copa del Rey ,Viertelfinale,24/01/24,Away,FC Barcelona,Athletic Bilbao,4:2,CF,26',1:1,Left-footed shot,Not Applicable
LaLiga ,23,03/02/24,Away,FC Barcelona,Deportivo Alavés,1:3,CF,22',0:1,Right-footed shot,İlkay Gündoğan
LaLiga ,24,11/02/24,Home,FC Barcelona,Granada CF,3:3,CF,63',2:2,Right-footed shot,İlkay Gündoğan
LaLiga ,25,17/02/24,Away,FC Barcelona,Celta de Vigo,1:2,CF,45',0:1,Right-footed shot,Lamine Yamal
LaLiga ,25,17/02/24,Away,FC Barcelona,Celta de Vigo,1:2,CF,90'+7,1:2,Penalty,Not Applicable
Champions League ,Achtelfinale,21/02/24,Away,FC Barcelona,SSC Napoli,1:1,CF,60',0:1,Right-footed shot,Pedri
Champions League ,Achtelfinale,12/03/24,Home,FC Barcelona,SSC Napoli,3:1,CF,83',3:1,Left-footed shot,Sergi Roberto
LaLiga ,29,17/03/24,Away,FC Barcelona,Atlético de Madrid,0:3,CF,47',0:2,Right-footed shot,Raphinha
LaLiga ,33,29/04/24,Home,FC Barcelona,Valencia CF,4:2,CF,49',2:2,Header,İlkay Gündoğan
LaLiga ,33,29/04/24,Home,FC Barcelona,Valencia CF,4:2,CF,82',3:2,Header,Ronald Araujo
LaLiga ,33,29/04/24,Home,FC Barcelona,Valencia CF,4:2,CF,90'+3,4:2,Direct free kick,Not Applicable
LaLiga ,34,04/05/24,Away,FC Barcelona,Girona FC,4:2,CF,45'+1,1:2,Penalty,Not Applicable
LaLiga ,37,19/05/24,Home,FC Barcelona,Rayo Vallecano,3:0,CF,3',1:0,Right-footed shot,Lamine Yamal
LaLiga ,38,26/05/24,Away,FC Barcelona,Sevilla FC,1:2,CF,15',0:1,Right-footed shot,João Cancelo
LaLiga ,1,17/08/24,Away,FC Barcelona,Valencia CF,1:2,CF,45'+5,1:1,Tap-in,Lamine Yamal
LaLiga ,1,17/08/24,Away,FC Barcelona,Valencia CF,1:2,CF,49',1:2,Penalty,Not Applicable
LaLiga ,2,24/08/24,Home,FC Barcelona,Athletic Bilbao,2:1,CF,75',2:1,Left-footed shot,Not Applicable
LaLiga ,4,31/08/24,Home,FC Barcelona,Real Valladolid CF,7:0,CF,24',2:0,Left-footed shot,Lamine Yamal
LaLiga ,6,22/09/24,Away,FC Barcelona,Villarreal CF,1:5,CF,20',0:1,Right-footed shot,Pablo Torre
LaLiga ,6,22/09/24,Away,FC Barcelona,Villarreal CF,1:5,CF,35',0:2,Right-footed shot,Not Applicable
LaLiga ,7,25/09/24,Home,FC Barcelona,Getafe CF,1:0,CF,19',1:0,Right-footed shot,Not Applicable
Champions League ,Gruppenphase,01/10/24,Home,FC Barcelona,BSC Young Boys,5:0,CF,8',1:0,Left-footed shot,Raphinha
Champions League ,Gruppenphase,01/10/24,Home,FC Barcelona,BSC Young Boys,5:0,CF,51',4:0,Header,Iñigo Martínez
LaLiga ,9,06/10/24,Away,FC Barcelona,Deportivo Alavés,0:3,CF,7',0:1,Header,Raphinha
LaLiga ,9,06/10/24,Away,FC Barcelona,Deportivo Alavés,0:3,CF,22',0:2,Counter attack goal,Raphinha
LaLiga ,9,06/10/24,Away,FC Barcelona,Deportivo Alavés,0:3,CF,32',0:3,Right-footed shot,Eric García
LaLiga ,10,20/10/24,Home,FC Barcelona,Sevilla FC,5:1,CF,24',1:0,Penalty,Not Applicable
LaLiga ,10,20/10/24,Home,FC Barcelona,Sevilla FC,5:1,CF,39',3:0,Right-footed shot,Raphinha
Champions League ,Gruppenphase,23/10/24,Home,FC Barcelona,Bayern Munich,4:1,CF,36',2:1,Right-footed shot,Fermín López
LaLiga ,11,26/10/24,Away,FC Barcelona,Real Madrid,0:4,CF,54',0:1,Right-footed shot,Marc Casadó
LaLiga ,11,26/10/24,Away,FC Barcelona,Real Madrid,0:4,CF,56',0:2,Header,Alejandro Balde
Champions League ,Gruppenphase,06/11/24,Away,FC Barcelona,Red Star Belgrade,2:5,CF,43',1:2,Left-footed shot,Not Applicable
Champions League ,Gruppenphase,06/11/24,Away,FC Barcelona,Red Star Belgrade,2:5,CF,53',1:3,Right-footed shot,Jules Koundé
LaLiga ,14,23/11/24,Away,FC Barcelona,Celta de Vigo,2:2,CF,61',0:2,Counter attack goal,Not Applicable
Champions League ,Gruppenphase,26/11/24,Home,FC Barcelona,Stade Brestois 29,3:0,CF,10',1:0,Penalty,Not Applicable
Champions League ,Gruppenphase,26/11/24,Home,FC Barcelona,Stade Brestois 29,3:0,CF,90'+2,3:0,Right-footed shot,Alejandro Balde
LaLiga ,16,07/12/24,Away,FC Barcelona,Real Betis Balompié,2:2,CF,39',0:1,Left-footed shot,Jules Koundé
Copa del Rey ,3.Runde,04/01/25,Away,FC Barcelona,UD Barbastro,0:4,CF,31',0:2,Header,Pablo Torre
Copa del Rey ,3.Runde,04/01/25,Away,FC Barcelona,UD Barbastro,0:4,CF,47',0:3,Right-footed shot,Pablo Torre
Supercopa ,Finale,12/01/25,Away,FC Barcelona,Real Madrid,2:5,CF,36',1:2,Penalty,Not Applicable
Champions League ,Gruppenphase,21/01/25,Away,FC Barcelona,SL Benfica,4:5,CF,13',1:1,Penalty,Not Applicable
Champions League ,Gruppenphase,21/01/25,Away,FC Barcelona,SL Benfica,4:5,CF,78',4:3,Penalty,Not Applicable
LaLiga ,21,26/01/25,Home,FC Barcelona,Valencia CF,7:1,CF,66',6:1,Right-footed shot,Fermín López
LaLiga ,22,02/02/25,Home,FC Barcelona,Deportivo Alavés,1:0,CF,61',1:0,Left-footed shot,Not Applicable
LaLiga ,23,09/02/25,Away,FC Barcelona,Sevilla FC,1:4,CF,7',0:1,Left-footed shot,Iñigo Martínez
LaLiga ,24,17/02/25,Home,FC Barcelona,Rayo Vallecano,1:0,CF,28',1:0,Penalty,Not Applicable
Copa del Rey ,Halbfinale,25/02/25,Home,FC Barcelona,Atlético de Madrid,4:4,CF,74',4:2,Left-footed shot,Lamine Yamal
LaLiga ,26,02/03/25,Home,FC Barcelona,Real Sociedad,4:0,CF,60',4:0,Deflected shot on goal,Ronald Araujo
LaLiga ,28,16/03/25,Away,FC Barcelona,Atlético de Madrid,2:4,CF,72',2:1,Left-footed shot,Iñigo Martínez
LaLiga ,27,27/03/25,Home,FC Barcelona,CA Osasuna,3:0,CF,77',3:0,Counter attack goal,Fermín López
LaLiga ,29,30/03/25,Home,FC Barcelona,Girona FC,4:1,CF,61',2:1,Left-footed shot,Fermín López
LaLiga ,29,30/03/25,Home,FC Barcelona,Girona FC,4:1,CF,77',3:1,Counter attack goal,Frenkie de Jong
Champions League ,Viertelfinale,09/04/25,Home,FC Barcelona,Borussia Dortmund,4:0,CF,48',2:0,Header,Raphinha
Champions League ,Viertelfinale,09/04/25,Home,FC Barcelona,Borussia Dortmund,4:0,CF,66',3:0,Counter attack goal,Fermín López
LaLiga ,38,25/05/25,Away,FC Barcelona,Athletic Bilbao,0:3,CF,14',0:1,Right-footed shot,Fermín López
LaLiga ,38,25/05/25,Away,FC Barcelona,Athletic Bilbao,0:3,CF,17',0:2,Header,Not Applicable
LaLiga ,4,14/09/25,Home,FC Barcelona,Valencia CF,6:0,CF,76',5:0,Right-footed shot,Dani Olmo
LaLiga ,4,14/09/25,Home,FC Barcelona,Valencia CF,6:0,CF,86',6:0,Right-footed shot,Marc Bernal
LaLiga ,6,25/09/25,Away,FC Barcelona,Real Oviedo,1:3,CF,70',1:2,Header,Frenkie de Jong
LaLiga ,7,28/09/25,Home,FC Barcelona,Real Sociedad,2:1,CF,59',2:1,Header,Lamine Yamal
LaLiga ,12,09/11/25,Away,FC Barcelona,Celta de Vigo,2:4,CF,10',0:1,Penalty,Not Applicable
LaLiga ,12,09/11/25,Away,FC Barcelona,Celta de Vigo,2:4,CF,37',1:2,Right-footed shot,Marcus Rashford
LaLiga ,12,09/11/25,Away,FC Barcelona,Celta de Vigo,2:4,CF,73',2:4,Header,Marcus Rashford
