Tournament,Matchday,Date,Venue,Club,Opponent,Result,Position,Minute,When Scored,Goal Type,Assist
Copa del Rey ,Achtelfinale,06/01/16,Home,FC Barcelona,RCD Espanyol Barcelona,4:1,RW,44',2:1,Direct free kick,Not Applicable
LaLiga ,19,09/01/16,Home,FC Barcelona,Granada CF,4:0,RW,8',1:0,Left-footed shot,Arda Turan
LaLiga ,19,09/01/16,Home,FC Barcelona,Granada CF,4:0,RW,14',2:0,Left-footed shot,Luis Suárez
LaLiga ,19,09/01/16,Home,FC Barcelona,Granada CF,4:0,RW,58',3:0,Tap-in,Not Applicable
LaLiga ,20,17/01/16,Home,FC Barcelona,Athletic Bilbao,6:0,RW,7',1:0,Penalty,Not Applicable
LaLiga ,21,23/01/16,Away,FC Barcelona,Málaga CF,1:2,RW,51',1:2,Left-footed shot,Adriano
LaLiga ,22,30/01/16,Home,FC Barcelona,Atlético de Madrid,2:1,RW,30',1:1,Left-footed shot,Jordi Alba
Copa del Rey ,Halbfinale,03/02/16,Home,FC Barcelona,Valencia CF,7:0,RW,29',3:0,Left-footed shot,Neymar
Copa del Rey ,Halbfinale,03/02/16,Home,FC Barcelona,Valencia CF,7:0,RW,59',4:0,Left-footed shot,Luis Suárez
Copa del Rey ,Halbfinale,03/02/16,Home,FC Barcelona,Valencia CF,7:0,RW,74',5:0,Left-footed shot,Not Applicable
LaLiga ,24,14/02/16,Home,FC Barcelona,Celta de Vigo,6:1,RW,28',1:0,Direct free kick,Not Applicable
LaLiga ,16,17/02/16,Away,FC Barcelona,Sporting Gijón,1:3,RW,25',0:1,Left-footed shot,Luis Suárez
LaLiga ,16,17/02/16,Away,FC Barcelona,Sporting Gijón,1:3,RW,31',1:2,Left-footed shot,Luis Suárez
Champions League ,Achtelfinale,23/02/16,Away,FC Barcelona,Arsenal FC,0:2,RW,71',0:1,Left-footed shot,Neymar
Champions League ,Achtelfinale,23/02/16,Away,FC Barcelona,Arsenal FC,0:2,RW,83',0:2,Penalty,Not Applicable
LaLiga ,26,28/02/16,Home,FC Barcelona,Sevilla FC,2:1,RW,31',1:1,Direct free kick,Not Applicable
LaLiga ,27,03/03/16,Away,FC Barcelona,Rayo Vallecano,1:5,RW,23',0:2,Left-footed shot,Neymar
LaLiga ,27,03/03/16,Away,FC Barcelona,Rayo Vallecano,1:5,RW,53',0:3,Left-footed shot,Not Applicable
LaLiga ,27,03/03/16,Away,FC Barcelona,Rayo Vallecano,1:5,RW,72',1:4,Left-footed shot,Sergio Busquets
LaLiga ,28,06/03/16,Away,FC Barcelona,SD Eibar,0:4,RW,42',0:2,Left-footed shot,Munir El Haddadi
LaLiga ,28,06/03/16,Away,FC Barcelona,SD Eibar,0:4,RW,76',0:3,Penalty,Not Applicable
LaLiga ,29,12/03/16,Home,FC Barcelona,Getafe CF,6:0,CF,41',4:0,Left-footed shot,Arda Turan
Champions League ,Achtelfinale,16/03/16,Home,FC Barcelona,Arsenal FC,3:1,RW,86',3:1,Left-footed shot,Neymar
LaLiga ,33,17/04/16,Home,FC Barcelona,Valencia CF,1:2,RW,63',1:2,Left-footed shot,Jordi Alba
LaLiga ,34,20/04/16,Away,FC Barcelona,Deportivo de La Coruña,0:8,RW,73',0:6,Left-footed shot,Luis Suárez
LaLiga ,35,23/04/16,Home,FC Barcelona,Sporting Gijón,6:0,RW,13',1:0,Header,Not Applicable
LaLiga ,37,08/05/16,Home,FC Barcelona,RCD Espanyol Barcelona,5:0,RW,8',1:0,Direct free kick,Not Applicable
Supercopa ,Finale,17/08/16,Home,FC Barcelona,Sevilla FC,3:0,RW,55',3:0,Header,Lucas Digne
LaLiga ,1,20/08/16,Home,FC Barcelona,Real Betis Balompié,6:2,RW,37',2:1,Left-footed shot,Sergi Roberto
LaLiga ,1,20/08/16,Home,FC Barcelona,Real Betis Balompié,6:2,RW,58',5:1,Left-footed shot,Arda Turan
Champions League ,Gruppenphase,13/09/16,Home,FC Barcelona,Celtic FC,7:0,RW,3',1:0,Left-footed shot,Neymar
Champions League ,Gruppenphase,13/09/16,Home,FC Barcelona,Celtic FC,7:0,RW,27',2:0,Left-footed shot,Neymar
Champions League ,Gruppenphase,13/09/16,Home,FC Barcelona,Celtic FC,7:0,RW,60',5:0,Left-footed shot,Luis Suárez
LaLiga ,4,17/09/16,Away,FC Barcelona,CD Leganés,1:5,RW,15',0:1,Left-footed shot,Luis Suárez
LaLiga ,4,17/09/16,Away,FC Barcelona,CD Leganés,1:5,RW,55',0:4,Penalty,Not Applicable
LaLiga ,8,15/10/16,Home,FC Barcelona,Deportivo de La Coruña,4:0,RW,58',4:0,Left-footed shot,Neymar
Champions League ,Gruppenphase,19/10/16,Home,FC Barcelona,Manchester City,4:0,RW,17',1:0,Left-footed shot,Andrés Iniesta
Champions League ,Gruppenphase,19/10/16,Home,FC Barcelona,Manchester City,4:0,RW,61',2:0,Left-footed shot,Andrés Iniesta
Champions League ,Gruppenphase,19/10/16,Home,FC Barcelona,Manchester City,4:0,RW,69',3:0,Left-footed shot,Luis Suárez
LaLiga ,9,22/10/16,Away,FC Barcelona,Valencia CF,2:3,RW,22',0:1,Left-footed shot,Ivan Rakitic
LaLiga ,9,22/10/16,Away,FC Barcelona,Valencia CF,2:3,RW,90'+4,2:3,Penalty,Not Applicable
Champions League ,Gruppenphase,01/11/16,Away,FC Barcelona,Manchester City,3:1,RW,21',0:1,Left-footed shot,Neymar
LaLiga ,11,06/11/16,Away,FC Barcelona,Sevilla FC,1:2,RW,43',1:1,Left-footed shot,Neymar
Champions League ,Gruppenphase,23/11/16,Away,FC Barcelona,Celtic FC,0:2,RW,24',0:1,Left-footed shot,Neymar
Champions League ,Gruppenphase,23/11/16,Away,FC Barcelona,Celtic FC,0:2,RW,55',0:2,Penalty,Not Applicable
LaLiga ,13,27/11/16,Away,FC Barcelona,Real Sociedad,1:1,RW,59',1:1,Left-footed shot,Neymar
Champions League ,Gruppenphase,06/12/16,Home,FC Barcelona,Borussia Mönchengladbach,4:0,RW,16',1:0,Left-footed shot,Arda Turan
LaLiga ,15,10/12/16,Away,FC Barcelona,CA Osasuna,0:3,RW,72',0:2,Left-footed shot,Jordi Alba
LaLiga ,15,10/12/16,Away,FC Barcelona,CA Osasuna,0:3,RW,90'+2,0:3,Left-footed shot,Sergio Busquets
LaLiga ,16,18/12/16,Home,FC Barcelona,RCD Espanyol Barcelona,4:1,RW,90',4:1,Left-footed shot,Luis Suárez
Copa del Rey ,Achtelfinale,05/01/17,Away,FC Barcelona,Athletic Bilbao,2:1,RW,52',2:1,Direct free kick,Not Applicable
LaLiga ,17,08/01/17,Away,FC Barcelona,Villarreal CF,1:1,RW,90',1:1,Direct free kick,Not Applicable
Copa del Rey ,Achtelfinale,11/01/17,Home,FC Barcelona,Athletic Bilbao,3:1,RW,78',3:1,Direct free kick,Not Applicable
LaLiga ,18,14/01/17,Home,FC Barcelona,UD Las Palmas,5:0,RW,52',2:0,Right-footed shot,Not Applicable
LaLiga ,19,22/01/17,Away,FC Barcelona,SD Eibar,0:4,RW,50',0:2,Left-footed shot,Luis Suárez
Copa del Rey ,Viertelfinale,26/01/17,Home,FC Barcelona,Real Sociedad,5:2,RW,55',2:0,Penalty,Not Applicable
Copa del Rey ,Halbfinale,01/02/17,Away,FC Barcelona,Atlético de Madrid,1:2,RW,33',0:2,Left-footed shot,Ivan Rakitic
LaLiga ,21,04/02/17,Home,FC Barcelona,Athletic Bilbao,3:0,RW,40',2:0,Direct free kick,Not Applicable
LaLiga ,22,11/02/17,Away,FC Barcelona,Deportivo Alavés,0:6,RW,59',0:3,Left-footed shot,Neymar
LaLiga ,23,19/02/17,Home,FC Barcelona,CD Leganés,2:1,RW,4',1:0,Right-footed shot,Luis Suárez
LaLiga ,23,19/02/17,Home,FC Barcelona,CD Leganés,2:1,RW,90',2:1,Penalty,Not Applicable
LaLiga ,24,26/02/17,Away,FC Barcelona,Atlético de Madrid,1:2,RW,86',1:2,Left-footed shot,Not Applicable
LaLiga ,25,01/03/17,Home,FC Barcelona,Sporting Gijón,6:1,RW,9',1:0,Header,Javier Mascherano
LaLiga ,26,04/03/17,Home,FC Barcelona,Celta de Vigo,5:0,AM,24',1:0,Left-footed shot,Sergio Busquets
LaLiga ,26,04/03/17,Home,FC Barcelona,Celta de Vigo,5:0,AM,64',5:0,Left-footed shot,Not Applicable
Champions League ,Achtelfinale,08/03/17,Home,FC Barcelona,Paris Saint-Germain,6:1,SS,50',3:0,Penalty,Not Applicable
LaLiga ,28,19/03/17,Home,FC Barcelona,Valencia CF,4:2,AM,45',2:1,Penalty,Not Applicable
LaLiga ,28,19/03/17,Home,FC Barcelona,Valencia CF,4:2,AM,53',3:2,Right-footed shot,Javier Mascherano
LaLiga ,30,05/04/17,Home,FC Barcelona,Sevilla FC,3:0,RW,28',2:0,Right-footed shot,Luis Suárez
LaLiga ,30,05/04/17,Home,FC Barcelona,Sevilla FC,3:0,RW,33',3:0,Left-footed shot,Not Applicable
LaLiga ,32,15/04/17,Home,FC Barcelona,Real Sociedad,3:2,RW,17',1:0,Left-footed shot,Luis Suárez
LaLiga ,32,15/04/17,Home,FC Barcelona,Real Sociedad,3:2,RW,37',2:0,Tap-in,Not Applicable
LaLiga ,33,23/04/17,Away,FC Barcelona,Real Madrid,2:3,RW,33',1:1,Left-footed shot,Ivan Rakitic
LaLiga ,33,23/04/17,Away,FC Barcelona,Real Madrid,2:3,RW,90'+2,2:3,Left-footed shot,Jordi Alba
LaLiga ,34,26/04/17,Home,FC Barcelona,CA Osasuna,7:1,AM,12',1:0,Left-footed shot,Not Applicable
LaLiga ,34,26/04/17,Home,FC Barcelona,CA Osasuna,7:1,AM,61',4:1,Left-footed shot,Ivan Rakitic
LaLiga ,36,06/05/17,Home,FC Barcelona,Villarreal CF,4:1,RW,45',2:1,Left-footed shot,Sergio Busquets
LaLiga ,36,06/05/17,Home,FC Barcelona,Villarreal CF,4:1,RW,82',4:1,Penalty,Not Applicable
LaLiga ,38,21/05/17,Home,FC Barcelona,SD Eibar,4:2,RW,75',3:2,Penalty,Not Applicable
LaLiga ,38,21/05/17,Home,FC Barcelona,SD Eibar,4:2,RW,90'+2,4:2,Right-footed shot,Not Applicable
Copa del Rey ,Finale,27/05/17,Home,FC Barcelona,Deportivo Alavés,3:1,RW,30',1:0,Left-footed shot,Neymar
Supercopa ,Finale,13/08/17,Home,FC Barcelona,Real Madrid,1:3,RW,77',1:1,Penalty,Not Applicable
LaLiga ,2,26/08/17,Away,FC Barcelona,Deportivo Alavés,0:2,CF,55',0:1,Left-footed shot,Jordi Alba
LaLiga ,2,26/08/17,Away,FC Barcelona,Deportivo Alavés,0:2,CF,66',0:2,Left-footed shot,Paco Alcácer
LaLiga ,3,09/09/17,Home,FC Barcelona,RCD Espanyol Barcelona,5:0,CF,26',1:0,Left-footed shot,Ivan Rakitic
LaLiga ,3,09/09/17,Home,FC Barcelona,RCD Espanyol Barcelona,5:0,CF,35',2:0,Right-footed shot,Jordi Alba
LaLiga ,3,09/09/17,Home,FC Barcelona,RCD Espanyol Barcelona,5:0,CF,67',3:0,Left-footed shot,Jordi Alba
Champions League ,Gruppenphase,12/09/17,Home,FC Barcelona,Juventus FC,3:0,CF,45',1:0,Left-footed shot,Luis Suárez
Champions League ,Gruppenphase,12/09/17,Home,FC Barcelona,Juventus FC,3:0,CF,69',3:0,Left-footed shot,Not Applicable
LaLiga ,5,19/09/17,Home,FC Barcelona,SD Eibar,6:1,CF,21',1:0,Penalty,Not Applicable
LaLiga ,5,19/09/17,Home,FC Barcelona,SD Eibar,6:1,CF,59',4:1,Left-footed shot,Sergio Busquets
LaLiga ,5,19/09/17,Home,FC Barcelona,SD Eibar,6:1,CF,62',5:1,Left-footed shot,Paulinho
LaLiga ,5,19/09/17,Home,FC Barcelona,SD Eibar,6:1,CF,87',6:1,Left-footed shot,Aleix Vidal
LaLiga ,7,01/10/17,Home,FC Barcelona,UD Las Palmas,3:0,SS,70',2:0,Left-footed shot,Denis Suárez
LaLiga ,7,01/10/17,Home,FC Barcelona,UD Las Palmas,3:0,SS,77',3:0,Left-footed shot,Luis Suárez
Champions League ,Gruppenphase,18/10/17,Home,FC Barcelona,Olympiacos Piraeus,3:1,CF,61',2:0,Direct free kick,Not Applicable
LaLiga ,10,28/10/17,Away,FC Barcelona,Athletic Bilbao,0:2,SS,37',0:1,Left-footed shot,Jordi Alba
LaLiga ,14,02/12/17,Home,FC Barcelona,Celta de Vigo,2:2,SS,22',1:1,Left-footed shot,Paulinho
LaLiga ,15,10/12/17,Away,FC Barcelona,Villarreal CF,0:2,RW,83',0:2,Left-footed shot,Sergio Busquets
LaLiga ,17,23/12/17,Away,FC Barcelona,Real Madrid,0:3,SS,64',0:2,Penalty,Not Applicable
LaLiga ,18,07/01/18,Home,FC Barcelona,Levante UD,3:0,SS,12',1:0,Left-footed shot,Jordi Alba
Copa del Rey ,Achtelfinale,11/01/18,Home,FC Barcelona,Celta de Vigo,5:0,SS,13',1:0,Left-footed shot,Jordi Alba
Copa del Rey ,Achtelfinale,11/01/18,Home,FC Barcelona,Celta de Vigo,5:0,SS,15',2:0,Left-footed shot,Jordi Alba
LaLiga ,19,14/01/18,Away,FC Barcelona,Real Sociedad,2:4,SS,85',2:4,Direct free kick,Not Applicable
LaLiga ,20,21/01/18,Away,FC Barcelona,Real Betis Balompié,0:5,SS,64',0:2,Left-footed shot,Sergio Busquets
LaLiga ,20,21/01/18,Away,FC Barcelona,Real Betis Balompié,0:5,SS,80',0:4,Left-footed shot,Luis Suárez
Copa del Rey ,Viertelfinale,25/01/18,Home,FC Barcelona,RCD Espanyol Barcelona,2:0,SS,25',2:0,Deflected shot on goal,Not Applicable
LaLiga ,21,28/01/18,Home,FC Barcelona,Deportivo Alavés,2:1,SS,84',2:1,Direct free kick,Not Applicable
Champions League ,Achtelfinale,20/02/18,Away,FC Barcelona,Chelsea FC,1:1,SS,75',1:1,Left-footed shot,Andrés Iniesta
LaLiga ,25,24/02/18,Home,FC Barcelona,Girona FC,6:1,SS,30',2:1,Left-footed shot,Luis Suárez
LaLiga ,25,24/02/18,Home,FC Barcelona,Girona FC,6:1,SS,36',3:1,Direct free kick,Not Applicable
LaLiga ,26,01/03/18,Away,FC Barcelona,UD Las Palmas,1:1,SS,21',0:1,Direct free kick,Not Applicable
LaLiga ,27,04/03/18,Home,FC Barcelona,Atlético de Madrid,1:0,SS,26',1:0,Direct free kick,Not Applicable
Champions League ,Achtelfinale,14/03/18,Home,FC Barcelona,Chelsea FC,3:0,SS,3',1:0,Right-footed shot,Luis Suárez
Champions League ,Achtelfinale,14/03/18,Home,FC Barcelona,Chelsea FC,3:0,SS,63',3:0,Left-footed shot,Luis Suárez
LaLiga ,29,18/03/18,Home,FC Barcelona,Athletic Bilbao,2:0,SS,30',2:0,Left-footed shot,Ousmane Dembélé
LaLiga ,30,31/03/18,Away,FC Barcelona,Sevilla FC,2:2,RW,89',2:2,Left-footed shot,Philippe Coutinho
LaLiga ,31,07/04/18,Home,FC Barcelona,CD Leganés,3:1,SS,27',1:0,Direct free kick,Not Applicable
LaLiga ,31,07/04/18,Home,FC Barcelona,CD Leganés,3:1,SS,32',2:0,Left-footed shot,Philippe Coutinho
LaLiga ,31,07/04/18,Home,FC Barcelona,CD Leganés,3:1,SS,87',3:1,Left-footed shot,Ousmane Dembélé
Copa del Rey ,Finale,21/04/18,Away,FC Barcelona,Sevilla FC,0:5,SS,31',0:2,Left-footed shot,Jordi Alba
LaLiga ,35,29/04/18,Away,FC Barcelona,Deportivo de La Coruña,2:4,SS,38',0:2,Left-footed shot,Luis Suárez
LaLiga ,35,29/04/18,Away,FC Barcelona,Deportivo de La Coruña,2:4,SS,82',2:3,Right-footed shot,Luis Suárez
LaLiga ,35,29/04/18,Away,FC Barcelona,Deportivo de La Coruña,2:4,SS,85',2:4,Left-footed shot,Luis Suárez
LaLiga ,36,06/05/18,Home,FC Barcelona,Real Madrid,2:2,SS,52',2:1,Left-footed shot,Luis Suárez
LaLiga ,34,09/05/18,Home,FC Barcelona,Villarreal CF,5:1,CF,45',3:0,Left-footed shot,Andrés Iniesta
LaLiga ,1,18/08/18,Home,FC Barcelona,Deportivo Alavés,3:0,RW,64',1:0,Direct free kick,Not Applicable
LaLiga ,1,18/08/18,Home,FC Barcelona,Deportivo Alavés,3:0,RW,90'+2,3:0,Left-footed shot,Luis Suárez
LaLiga ,3,02/09/18,Home,FC Barcelona,SD Huesca,8:2,RW,16',1:1,Right-footed shot,Ivan Rakitic
LaLiga ,3,02/09/18,Home,FC Barcelona,SD Huesca,8:2,RW,61',6:2,Left-footed shot,Philippe Coutinho
Champions League ,Gruppenphase,18/09/18,Home,FC Barcelona,PSV Eindhoven,4:0,RW,31',1:0,Direct free kick,Not Applicable
Champions League ,Gruppenphase,18/09/18,Home,FC Barcelona,PSV Eindhoven,4:0,RW,77',3:0,Left-footed shot,Ivan Rakitic
Champions League ,Gruppenphase,18/09/18,Home,FC Barcelona,PSV Eindhoven,4:0,RW,87',4:0,Right-footed shot,Luis Suárez
LaLiga ,5,23/09/18,Home,FC Barcelona,Girona FC,2:2,RW,19',1:0,Left-footed shot,Arturo Vidal
Champions League ,Gruppenphase,03/10/18,Away,FC Barcelona,Tottenham Hotspur,2:4,RW,56',1:3,Left-footed shot,Jordi Alba
Champions League ,Gruppenphase,03/10/18,Away,FC Barcelona,Tottenham Hotspur,2:4,RW,90',2:4,Left-footed shot,Jordi Alba
LaLiga ,8,07/10/18,Away,FC Barcelona,Valencia CF,1:1,RW,23',1:1,Left-footed shot,Luis Suárez
LaLiga ,9,20/10/18,Home,FC Barcelona,Sevilla FC,4:2,RW,12',2:0,Left-footed shot,Luis Suárez
LaLiga ,12,11/11/18,Home,FC Barcelona,Real Betis Balompié,3:4,SS,68',1:2,Penalty,Not Applicable
LaLiga ,12,11/11/18,Home,FC Barcelona,Real Betis Balompié,3:4,SS,90'+4,3:4,Left-footed shot,Arturo Vidal
Champions League ,Gruppenphase,28/11/18,Away,FC Barcelona,PSV Eindhoven,1:2,CF,61',0:1,Left-footed shot,Ousmane Dembélé
LaLiga ,15,08/12/18,Away,FC Barcelona,RCD Espanyol Barcelona,0:4,RW,17',0:1,Direct free kick,Not Applicable
LaLiga ,15,08/12/18,Away,FC Barcelona,RCD Espanyol Barcelona,0:4,RW,65',0:4,Direct free kick,Not Applicable
LaLiga ,16,16/12/18,Away,FC Barcelona,Levante UD,0:5,SS,43',0:2,Right-footed shot,Sergio Busquets
LaLiga ,16,16/12/18,Away,FC Barcelona,Levante UD,0:5,SS,47',0:3,Left-footed shot,Not Applicable
LaLiga ,16,16/12/18,Away,FC Barcelona,Levante UD,0:5,SS,60',0:4,Left-footed shot,Arturo Vidal
LaLiga ,17,22/12/18,Home,FC Barcelona,Celta de Vigo,2:0,RW,45',2:0,Left-footed shot,Jordi Alba
LaLiga ,18,06/01/19,Away,FC Barcelona,Getafe CF,1:2,RW,20',0:1,Left-footed shot,Not Applicable
LaLiga ,19,13/01/19,Home,FC Barcelona,SD Eibar,3:0,RW,53',2:0,Left-footed shot,Luis Suárez
Copa del Rey ,Achtelfinale,17/01/19,Home,FC Barcelona,Levante UD,3:0,CF,54',3:0,Left-footed shot,Nélson Semedo
LaLiga ,20,20/01/19,Home,FC Barcelona,CD Leganés,3:1,SS,90'+2,3:1,Right-footed shot,Jordi Alba
LaLiga ,21,27/01/19,Away,FC Barcelona,Girona FC,0:2,RW,69',0:2,Left-footed shot,Jordi Alba
Copa del Rey ,Viertelfinale,30/01/19,Home,FC Barcelona,Sevilla FC,6:1,RW,90'+2,6:1,Left-footed shot,Jordi Alba
LaLiga ,22,02/02/19,Home,FC Barcelona,Valencia CF,2:2,RW,39',1:2,Penalty,Not Applicable
LaLiga ,22,02/02/19,Home,FC Barcelona,Valencia CF,2:2,RW,64',2:2,Left-footed shot,Arturo Vidal
LaLiga ,24,16/02/19,Home,FC Barcelona,Real Valladolid CF,1:0,RW,43',1:0,Penalty,Not Applicable
LaLiga ,25,23/02/19,Away,FC Barcelona,Sevilla FC,2:4,RW,26',1:1,Left-footed shot,Ivan Rakitic
LaLiga ,25,23/02/19,Away,FC Barcelona,Sevilla FC,2:4,RW,67',2:2,Right-footed shot,Ousmane Dembélé
LaLiga ,25,23/02/19,Away,FC Barcelona,Sevilla FC,2:4,RW,85',2:3,Left-footed shot,Not Applicable
LaLiga ,27,09/03/19,Home,FC Barcelona,Rayo Vallecano,3:1,RW,51',2:1,Penalty,Not Applicable
Champions League ,Achtelfinale,13/03/19,Home,FC Barcelona,Olympique Lyon,5:1,RW,18',1:0,Penalty,Not Applicable
Champions League ,Achtelfinale,13/03/19,Home,FC Barcelona,Olympique Lyon,5:1,RW,78',3:1,Right-footed shot,Sergio Busquets
LaLiga ,28,17/03/19,Away,FC Barcelona,Real Betis Balompié,1:4,SS,18',0:1,Direct free kick,Not Applicable
LaLiga ,28,17/03/19,Away,FC Barcelona,Real Betis Balompié,1:4,SS,45'+2,0:2,Left-footed shot,Luis Suárez
LaLiga ,28,17/03/19,Away,FC Barcelona,Real Betis Balompié,1:4,SS,85',1:4,Left-footed shot,Ivan Rakitic
LaLiga ,29,30/03/19,Home,FC Barcelona,RCD Espanyol Barcelona,2:0,RW,71',1:0,Direct free kick,Not Applicable
LaLiga ,29,30/03/19,Home,FC Barcelona,RCD Espanyol Barcelona,2:0,RW,89',2:0,Left-footed shot,Malcom
LaLiga ,30,02/04/19,Away,FC Barcelona,Villarreal CF,4:4,RW,90',4:3,Direct free kick,Not Applicable
LaLiga ,31,06/04/19,Home,FC Barcelona,Atlético de Madrid,2:0,SS,87',2:0,Left-footed shot,Not Applicable
Champions League ,Viertelfinale,16/04/19,Home,FC Barcelona,Manchester United,3:0,RW,16',1:0,Left-footed shot,Not Applicable
Champions League ,Viertelfinale,16/04/19,Home,FC Barcelona,Manchester United,3:0,RW,20',2:0,Right-footed shot,Not Applicable
LaLiga ,35,27/04/19,Home,FC Barcelona,Levante UD,1:0,RW,62',1:0,Left-footed shot,Arturo Vidal
Champions League ,Halbfinale,01/05/19,Home,FC Barcelona,Liverpool FC,3:0,RW,75',2:0,Left-footed shot,Luis Suárez
Champions League ,Halbfinale,01/05/19,Home,FC Barcelona,Liverpool FC,3:0,RW,82',3:0,Direct free kick,Not Applicable
LaLiga ,38,19/05/19,Away,FC Barcelona,SD Eibar,2:2,CF,31',1:1,Left-footed shot,Arturo Vidal
LaLiga ,38,19/05/19,Away,FC Barcelona,SD Eibar,2:2,CF,32',1:2,Left-footed shot,Ivan Rakitic
Copa del Rey ,Finale,25/05/19,Home,FC Barcelona,Valencia CF,1:2,CF,73',1:2,Left-footed shot,Clément Lenglet
LaLiga ,8,06/10/19,Home,FC Barcelona,Sevilla FC,4:0,RW,78',4:0,Direct free kick,Not Applicable
LaLiga ,9,19/10/19,Away,FC Barcelona,SD Eibar,0:3,RW,58',0:2,Left-footed shot,Antoine Griezmann
Champions League ,Gruppenphase,23/10/19,Away,FC Barcelona,SK Slavia Prague,1:2,RW,3',0:1,Left-footed shot,Arthur Melo
LaLiga ,11,29/10/19,Home,FC Barcelona,Real Valladolid CF,5:1,RW,34',3:1,Direct free kick,Not Applicable
LaLiga ,11,29/10/19,Home,FC Barcelona,Real Valladolid CF,5:1,RW,75',4:1,Left-footed shot,Ivan Rakitic
LaLiga ,12,02/11/19,Away,FC Barcelona,Levante UD,3:1,RW,38',0:1,Penalty,Not Applicable
LaLiga ,13,09/11/19,Home,FC Barcelona,Celta de Vigo,4:1,RW,23',1:0,Penalty,Not Applicable
LaLiga ,13,09/11/19,Home,FC Barcelona,Celta de Vigo,4:1,RW,45'+1,2:1,Direct free kick,Not Applicable
LaLiga ,13,09/11/19,Home,FC Barcelona,Celta de Vigo,4:1,RW,48',3:1,Direct free kick,Not Applicable
Champions League ,Gruppenphase,27/11/19,Home,FC Barcelona,Borussia Dortmund,3:1,RW,33',2:0,Left-footed shot,Luis Suárez
LaLiga ,15,01/12/19,Away,FC Barcelona,Atlético de Madrid,0:1,RW,86',0:1,Left-footed shot,Luis Suárez
LaLiga ,16,07/12/19,Home,FC Barcelona,RCD Mallorca,5:2,RW,17',2:0,Left-footed shot,Antoine Griezmann
LaLiga ,16,07/12/19,Home,FC Barcelona,RCD Mallorca,5:2,RW,41',3:1,Left-footed shot,Ivan Rakitic
LaLiga ,16,07/12/19,Home,FC Barcelona,RCD Mallorca,5:2,RW,83',5:2,Left-footed shot,Luis Suárez
LaLiga ,18,21/12/19,Home,FC Barcelona,Deportivo Alavés,4:1,RW,69',3:1,Left-footed shot,Luis Suárez
Supercopa ,Halbfinale,09/01/20,Home,FC Barcelona,Atlético de Madrid,2:3,RW,51',1:1,Right-footed shot,Luis Suárez
LaLiga ,20,19/01/20,Home,FC Barcelona,Granada CF,1:0,CF,76',1:0,Right-footed shot,Arturo Vidal
Copa del Rey ,Achtelfinale,30/01/20,Home,FC Barcelona,CD Leganés,5:0,RW,59',3:0,Left-footed shot,Frenkie de Jong
Copa del Rey ,Achtelfinale,30/01/20,Home,FC Barcelona,CD Leganés,5:0,RW,89',5:0,Left-footed shot,Ivan Rakitic
LaLiga ,25,22/02/20,Home,FC Barcelona,SD Eibar,5:0,SS,14',1:0,Left-footed shot,Ivan Rakitic
LaLiga ,25,22/02/20,Home,FC Barcelona,SD Eibar,5:0,SS,37',2:0,Left-footed shot,Arturo Vidal
LaLiga ,25,22/02/20,Home,FC Barcelona,SD Eibar,5:0,SS,40',3:0,Left-footed shot,Not Applicable
LaLiga ,25,22/02/20,Home,FC Barcelona,SD Eibar,5:0,SS,87',4:0,Left-footed shot,Not Applicable
LaLiga ,27,07/03/20,Home,FC Barcelona,Real Sociedad,1:0,CF,81',1:0,Penalty,Not Applicable
LaLiga ,28,13/06/20,Away,FC Barcelona,RCD Mallorca,0:4,RW,90'+3,0:4,Right-footed shot,Luis Suárez
LaLiga ,29,16/06/20,Home,FC Barcelona,CD Leganés,2:0,RW,69',2:0,Penalty,Not Applicable
LaLiga ,33,30/06/20,Home,FC Barcelona,Atlético de Madrid,2:2,SS,50',2:1,Penalty,Not Applicable
LaLiga ,37,16/07/20,Home,FC Barcelona,CA Osasuna,1:2,RW,62',1:1,Direct free kick,Not Applicable
LaLiga ,38,19/07/20,Away,FC Barcelona,Deportivo Alavés,0:5,RW,34',0:2,Left-footed shot,Riqui Puig
LaLiga ,38,19/07/20,Away,FC Barcelona,Deportivo Alavés,0:5,RW,75',0:5,Left-footed shot,Jordi Alba
Champions League ,Achtelfinale,08/08/20,Home,FC Barcelona,SSC Napoli,3:1,SS,23',2:0,Left-footed shot,Not Applicable
LaLiga ,3,27/09/20,Home,FC Barcelona,Villarreal CF,4:0,CF,35',3:0,Penalty,Not Applicable
Champions League ,Gruppenphase,20/10/20,Home,FC Barcelona,Ferencvárosi TC,5:1,CF,27',1:0,Penalty,Not Applicable
Champions League ,Gruppenphase,28/10/20,Away,FC Barcelona,Juventus FC,0:2,CF,90'+1,0:2,Penalty,Not Applicable
Champions League ,Gruppenphase,04/11/20,Home,FC Barcelona,Dynamo Kyiv,2:1,RW,5',1:0,Penalty,Not Applicable
LaLiga ,9,07/11/20,Home,FC Barcelona,Real Betis Balompié,5:2,CF,61',3:1,Penalty,Not Applicable
LaLiga ,9,07/11/20,Home,FC Barcelona,Real Betis Balompié,5:2,CF,82',4:2,Left-footed shot,Sergi Roberto
LaLiga ,11,29/11/20,Home,FC Barcelona,CA Osasuna,4:0,RW,73',4:0,Left-footed shot,Francisco Trincão
LaLiga ,13,13/12/20,Home,FC Barcelona,Levante UD,1:0,CF,76',1:0,Left-footed shot,Frenkie de Jong
