Tournament,Matchday,Date,Venue,Club,Opponent,Result,Position,Minute,When Scored,Goal Type,Assist
LaLiga ,13,28/11/15,Home,FC Barcelona,Real Sociedad,4:0,LW,22',1:0,Right-footed shot,Dani Alves
LaLiga ,13,28/11/15,Home,FC Barcelona,Real Sociedad,4:0,LW,53',3:0,Right-footed shot,Jérémy Mathieu
Copa del Rey ,Achtelfinale,06/01/16,Home,FC Barcelona,RCD Espanyol Barcelona,4:1,LW,88',4:1,Right-footed shot,Lionel Messi
LaLiga ,19,09/01/16,Home,FC Barcelona,Granada CF,4:0,LW,83',4:0,Right-footed shot,Luis Suárez
LaLiga ,20,17/01/16,Home,FC Barcelona,Athletic Bilbao,6:0,LW,31',2:0,Left-footed shot,Luis Suárez
Copa del Rey ,Viertelfinale,20/01/16,Away,FC Barcelona,Athletic Bilbao,1:2,LW,25',0:2,Right-footed shot,Sergi Roberto
Copa del Rey ,Viertelfinale,27/01/16,Home,FC Barcelona,Athletic Bilbao,3:1,LW,90'+1,3:1,Left-footed shot,Sergi Roberto
LaLiga ,24,14/02/16,Home,FC Barcelona,Celta de Vigo,6:1,LW,90'+1,6:1,Left-footed shot,Luis Suárez
LaLiga ,25,20/02/16,Away,FC Barcelona,UD Las Palmas,1:2,LW,39',1:2,Tap-in,Not Applicable
LaLiga ,29,12/03/16,Home,FC Barcelona,Getafe CF,6:0,LW,32',3:0,Right-footed shot,Lionel Messi
LaLiga ,29,12/03/16,Home,FC Barcelona,Getafe CF,6:0,LW,51',5:0,Right-footed shot,Lionel Messi
Champions League ,Achtelfinale,16/03/16,Home,FC Barcelona,Arsenal FC,3:1,LW,18',1:0,Left-footed shot,Luis Suárez
LaLiga ,30,20/03/16,Away,FC Barcelona,Villarreal CF,2:2,LW,41',0:2,Penalty,Not Applicable
LaLiga ,34,20/04/16,Away,FC Barcelona,Deportivo de La Coruña,0:8,LW,81',0:8,Left-footed shot,Luis Suárez
LaLiga ,35,23/04/16,Home,FC Barcelona,Sporting Gijón,6:0,LW,86',5:0,Penalty,Not Applicable
LaLiga ,37,08/05/16,Home,FC Barcelona,RCD Espanyol Barcelona,5:0,LW,83',5:0,Right-footed shot,Luis Suárez
Copa del Rey ,Finale,22/05/16,Home,FC Barcelona,Sevilla FC,2:0,LW,120'+3,2:0,Right-footed shot,Lionel Messi
Champions League ,Gruppenphase,13/09/16,Home,FC Barcelona,Celtic FC,7:0,LW,50',3:0,Direct free kick,Not Applicable
LaLiga ,4,17/09/16,Away,FC Barcelona,CD Leganés,1:5,LW,44',0:3,Right-footed shot,Luis Suárez
LaLiga ,6,24/09/16,Away,FC Barcelona,Sporting Gijón,0:5,LW,81',0:3,Right-footed shot,Not Applicable
LaLiga ,6,24/09/16,Away,FC Barcelona,Sporting Gijón,0:5,LW,88',0:5,Left-footed shot,Denis Suárez
LaLiga ,7,02/10/16,Away,FC Barcelona,Celta de Vigo,4:3,LW,64',3:2,Penalty,Not Applicable
Champions League ,Gruppenphase,19/10/16,Home,FC Barcelona,Manchester City,4:0,LW,89',4:0,Right-footed shot,Lionel Messi
Copa del Rey ,Achtelfinale,11/01/17,Home,FC Barcelona,Athletic Bilbao,3:1,LW,48',2:0,Penalty,Not Applicable
Copa del Rey ,Viertelfinale,19/01/17,Away,FC Barcelona,Real Sociedad,0:1,LW,21',0:1,Penalty,Not Applicable
LaLiga ,19,22/01/17,Away,FC Barcelona,SD Eibar,0:4,LW,90'+1,0:4,Right-footed shot,Aleix Vidal
LaLiga ,22,11/02/17,Away,FC Barcelona,Deportivo Alavés,0:6,LW,40',0:2,Right-footed shot,Luis Suárez
LaLiga ,25,01/03/17,Home,FC Barcelona,Sporting Gijón,6:1,LW,66',5:1,Direct free kick,Not Applicable
LaLiga ,26,04/03/17,Home,FC Barcelona,Celta de Vigo,5:0,LW,40',2:0,Right-footed shot,Lionel Messi
Champions League ,Achtelfinale,08/03/17,Home,FC Barcelona,Paris Saint-Germain,6:1,LW,88',4:1,Direct free kick,Not Applicable
Champions League ,Achtelfinale,08/03/17,Home,FC Barcelona,Paris Saint-Germain,6:1,LW,90'+1,5:1,Penalty,Not Applicable
LaLiga ,29,02/04/17,Away,FC Barcelona,Granada CF,1:4,LW,90'+1,1:4,Left-footed shot,Paco Alcácer
LaLiga ,36,06/05/17,Home,FC Barcelona,Villarreal CF,4:1,LW,21',1:0,Left-footed shot,Not Applicable
LaLiga ,37,14/05/17,Away,FC Barcelona,UD Las Palmas,1:4,LW,25',0:1,Right-footed shot,Luis Suárez
LaLiga ,37,14/05/17,Away,FC Barcelona,UD Las Palmas,1:4,LW,67',1:3,Header,Ivan Rakitic
LaLiga ,37,14/05/17,Away,FC Barcelona,UD Las Palmas,1:4,LW,71',1:4,Right-footed shot,Jordi Alba
Copa del Rey ,Finale,27/05/17,Home,FC Barcelona,Deportivo Alavés,3:1,LW,45',2:1,Right-footed shot,André Gomes
Ligue 1 ,2,13/08/17,Away,Paris Saint-Germain,EA Guingamp,0:3,LW,82',0:3,Right-footed shot,Edinson Cavani
Ligue 1 ,3,20/08/17,Home,Paris Saint-Germain,FC Toulouse,6:2,LW,31',1:1,Right-footed shot,Not Applicable
Ligue 1 ,3,20/08/17,Home,Paris Saint-Germain,FC Toulouse,6:2,LW,90',6:2,Solo run,Not Applicable
Ligue 1 ,5,08/09/17,Away,Paris Saint-Germain,FC Metz,1:5,LW,69',1:3,Long distance kick,Not Applicable
Champions League ,Gruppenphase,12/09/17,Away,Paris Saint-Germain,Celtic FC,0:5,LW,20',0:1,Right-footed shot,Adrien Rabiot
Champions League ,Gruppenphase,27/09/17,Home,Paris Saint-Germain,Bayern Munich,3:0,LW,63',3:0,Tap-in,Not Applicable
Ligue 1 ,8,30/09/17,Home,Paris Saint-Germain,FC Girondins Bordeaux,6:2,LW,5',1:0,Direct free kick,Not Applicable
Ligue 1 ,8,30/09/17,Home,Paris Saint-Germain,FC Girondins Bordeaux,6:2,LW,40',4:1,Penalty,Not Applicable
Champions League ,Gruppenphase,18/10/17,Away,Paris Saint-Germain,RSC Anderlecht,0:4,LW,66',0:3,Direct free kick,Not Applicable
Ligue 1 ,10,22/10/17,Away,Paris Saint-Germain,Olympique Marseille,2:2,LW,33',1:1,Left-footed shot,Adrien Rabiot
Champions League ,Gruppenphase,31/10/17,Home,Paris Saint-Germain,RSC Anderlecht,5:0,LW,45'+4,2:0,Right-footed shot,Julian Draxler
Champions League ,Gruppenphase,22/11/17,Home,Paris Saint-Germain,Celtic FC,7:1,LW,9',1:1,Left-footed shot,Adrien Rabiot
Champions League ,Gruppenphase,22/11/17,Home,Paris Saint-Germain,Celtic FC,7:1,LW,22',2:1,Left-footed shot,Marco Verratti
Ligue 1 ,14,26/11/17,Away,Paris Saint-Germain,AS Monaco,1:2,LW,52',0:2,Penalty,Not Applicable
Ligue 1 ,15,29/11/17,Home,Paris Saint-Germain,ESTAC Troyes,2:0,LW,73',1:0,Left-footed shot,Not Applicable
Ligue 1 ,18,16/12/17,Away,Paris Saint-Germain,Stade Rennais FC,1:4,LW,4',0:1,Tap-in,Kylian Mbappé
Ligue 1 ,18,16/12/17,Away,Paris Saint-Germain,Stade Rennais FC,1:4,LW,76',1:4,Left-footed shot,Kylian Mbappé
Coupe de France ,5.Runde,07/01/18,Away,Paris Saint-Germain,Stade Rennais FC,1:6,LW,17',0:2,Left-footed shot,Marco Verratti
Coupe de France ,5.Runde,07/01/18,Away,Paris Saint-Germain,Stade Rennais FC,1:6,LW,43',0:4,Right-footed shot,Kylian Mbappé
Coupe de la Ligue ,Viertelfinale,10/01/18,Away,Paris Saint-Germain,Amiens SC,0:2,LW,53',0:1,Penalty,Not Applicable
Ligue 1 ,21,17/01/18,Home,Paris Saint-Germain,Dijon FCO,8:0,LW,42',4:0,Direct free kick,Not Applicable
Ligue 1 ,21,17/01/18,Home,Paris Saint-Germain,Dijon FCO,8:0,LW,57',5:0,Left-footed shot,Not Applicable
Ligue 1 ,21,17/01/18,Home,Paris Saint-Germain,Dijon FCO,8:0,LW,73',6:0,Solo run,Not Applicable
Ligue 1 ,21,17/01/18,Home,Paris Saint-Germain,Dijon FCO,8:0,LW,83',8:0,Penalty,Not Applicable
Ligue 1 ,23,27/01/18,Home,Paris Saint-Germain,Montpellier HSC,4:0,LW,40',2:0,Penalty,Not Applicable
Ligue 1 ,23,27/01/18,Home,Paris Saint-Germain,Montpellier HSC,4:0,LW,82',4:0,Left-footed shot,Edinson Cavani
Ligue 1 ,24,03/02/18,Away,Paris Saint-Germain,LOSC Lille,0:3,LW,77',0:2,Direct free kick,Not Applicable
Ligue 1 ,26,17/02/18,Home,Paris Saint-Germain,RC Strasbourg Alsace,5:2,LW,21',2:1,Right-footed shot,Not Applicable
Ligue 1 ,1,12/08/18,Home,Paris Saint-Germain,SM Caen,3:0,CF,10',1:0,Left-footed shot,Christopher Nkunku
Ligue 1 ,2,18/08/18,Away,Paris Saint-Germain,EA Guingamp,1:3,LW,53',1:1,Penalty,Not Applicable
Ligue 1 ,3,25/08/18,Home,Paris Saint-Germain,Angers SCO,3:1,AM,66',3:1,Left-footed shot,Kylian Mbappé
Ligue 1 ,4,01/09/18,Away,Paris Saint-Germain,Nîmes Olympique,2:4,SS,36',0:1,Left-footed shot,Thomas Meunier
Ligue 1 ,7,26/09/18,Home,Paris Saint-Germain,Stade Reims,4:1,SS,24',2:1,Penalty,Not Applicable
Ligue 1 ,8,29/09/18,Away,Paris Saint-Germain,OGC Nice,0:3,SS,22',0:1,Right-footed shot,Moussa Diaby
Ligue 1 ,8,29/09/18,Away,Paris Saint-Germain,OGC Nice,0:3,SS,90'+2,0:3,Right-footed shot,Kylian Mbappé
Champions League ,Gruppenphase,03/10/18,Home,Paris Saint-Germain,Red Star Belgrade,6:1,SS,20',1:0,Direct free kick,Not Applicable
Champions League ,Gruppenphase,03/10/18,Home,Paris Saint-Germain,Red Star Belgrade,6:1,SS,22',2:0,Left-footed shot,Kylian Mbappé
Champions League ,Gruppenphase,03/10/18,Home,Paris Saint-Germain,Red Star Belgrade,6:1,SS,81',6:1,Direct free kick,Not Applicable
Ligue 1 ,9,07/10/18,Home,Paris Saint-Germain,Olympique Lyon,5:0,SS,9',1:0,Penalty,Not Applicable
Ligue 1 ,12,02/11/18,Home,Paris Saint-Germain,LOSC Lille,2:1,CF,84',2:0,Right-footed shot,Kylian Mbappé
Ligue 1 ,13,11/11/18,Away,Paris Saint-Germain,AS Monaco,0:4,AM,64',0:4,Penalty,Not Applicable
Champions League ,Gruppenphase,28/11/18,Home,Paris Saint-Germain,Liverpool FC,2:1,LW,37',2:0,Tap-in,Edinson Cavani
Ligue 1 ,15,02/12/18,Away,Paris Saint-Germain,FC Girondins Bordeaux,2:2,LW,34',0:1,Right-footed shot,Dani Alves
Champions League ,Gruppenphase,11/12/18,Away,Paris Saint-Germain,Red Star Belgrade,1:4,LW,40',0:2,Right-footed shot,Kylian Mbappé
Coupe de France ,5.Runde,06/01/19,Away,Paris Saint-Germain,GSI Pontivy,0:4,SS,70',0:2,Right-footed shot,Moussa Diaby
Coupe de la Ligue ,Viertelfinale,09/01/19,Home,Paris Saint-Germain,EA Guingamp,1:2,SS,63',1:0,Header,Thomas Meunier
Ligue 1 ,21,19/01/19,Home,Paris Saint-Germain,EA Guingamp,9:0,LW,11',1:0,Right-footed shot,Dani Alves
Ligue 1 ,21,19/01/19,Home,Paris Saint-Germain,EA Guingamp,9:0,LW,68',6:0,Right-footed shot,Kylian Mbappé
Coupe de France ,Finale,27/04/19,Away,Paris Saint-Germain,Stade Rennais FC,8:7,LW,21',0:2,Right-footed shot,Ángel Di María
Ligue 1 ,35,04/05/19,Home,Paris Saint-Germain,OGC Nice,1:1,SS,60',1:1,Penalty,Not Applicable
Ligue 1 ,36,11/05/19,Away,Paris Saint-Germain,Angers SCO,1:2,SS,20',0:1,Header,Dani Alves
Ligue 1 ,5,14/09/19,Home,Paris Saint-Germain,RC Strasbourg Alsace,1:0,SS,90'+2,1:0,Left-footed shot,Abdou Diallo
Ligue 1 ,6,22/09/19,Away,Paris Saint-Germain,Olympique Lyon,0:1,LW,87',0:1,Left-footed shot,Ángel Di María
Ligue 1 ,8,28/09/19,Away,Paris Saint-Germain,FC Girondins Bordeaux,0:1,CF,70',0:1,Right-footed shot,Kylian Mbappé
Ligue 1 ,9,05/10/19,Home,Paris Saint-Germain,Angers SCO,4:0,LW,90',4:0,Left-footed shot,Eric-Maxim Choupo-Moting
Ligue 1 ,16,04/12/19,Home,Paris Saint-Germain,FC Nantes,2:0,LW,85',2:0,Penalty,Not Applicable
Ligue 1 ,17,07/12/19,Away,Paris Saint-Germain,Montpellier HSC,1:3,LW,74',1:1,Direct free kick,Not Applicable
Champions League ,Gruppenphase,11/12/19,Home,Paris Saint-Germain,Galatasaray,5:0,LW,47',3:0,Left-footed shot,Kylian Mbappé
Ligue 1 ,18,15/12/19,Away,Paris Saint-Germain,AS Saint-Étienne,0:4,LW,9',0:1,Deflected shot on goal,Leandro Paredes
Ligue 1 ,19,21/12/19,Home,Paris Saint-Germain,Amiens SC,4:1,LW,46',2:0,Right-footed shot,Mauro Icardi
Coupe de la Ligue ,Viertelfinale,08/01/20,Home,Paris Saint-Germain,AS Saint-Étienne,6:1,LW,39',2:0,Right-footed shot,Ángel Di María
Ligue 1 ,20,12/01/20,Home,Paris Saint-Germain,AS Monaco,3:3,LW,3',1:0,Left-footed shot,Marco Verratti
Ligue 1 ,20,12/01/20,Home,Paris Saint-Germain,AS Monaco,3:3,LW,42',3:2,Penalty,Not Applicable
Ligue 1 ,15,15/01/20,Away,Paris Saint-Germain,AS Monaco,1:4,LW,45'+2,0:2,Penalty,Not Applicable
Ligue 1 ,21,26/01/20,Away,Paris Saint-Germain,LOSC Lille,0:2,LW,28',0:1,Right-footed shot,Marco Verratti
Ligue 1 ,21,26/01/20,Away,Paris Saint-Germain,LOSC Lille,0:2,LW,52',0:2,Penalty,Not Applicable
Champions League ,Achtelfinale,18/02/20,Away,Paris Saint-Germain,Borussia Dortmund,2:1,LW,75',1:1,Left-footed shot,Kylian Mbappé
Coupe de France ,Halbfinale,04/03/20,Away,Paris Saint-Germain,Olympique Lyon,1:5,LW,64',1:2,Penalty,Not Applicable
Champions League ,Achtelfinale,11/03/20,Home,Paris Saint-Germain,Borussia Dortmund,2:0,LW,28',1:0,Header,Ángel Di María
Coupe de France ,Finale,24/07/20,Home,Paris Saint-Germain,AS Saint-Étienne,1:0,LW,14',1:0,Left-footed shot,Not Applicable
Ligue 1 ,6,02/10/20,Home,Paris Saint-Germain,Angers SCO,6:1,LW,36',2:0,Left-footed shot,Kylian Mbappé
Ligue 1 ,6,02/10/20,Home,Paris Saint-Germain,Angers SCO,6:1,LW,47',3:0,Right-footed shot,Not Applicable
Champions League ,Gruppenphase,24/11/20,Home,Paris Saint-Germain,RB Leipzig,1:0,CF,11',1:0,Penalty,Not Applicable
Ligue 1 ,12,28/11/20,Home,Paris Saint-Germain,FC Girondins Bordeaux,2:2,LW,27',1:1,Penalty,Not Applicable
Champions League ,Gruppenphase,02/12/20,Away,Paris Saint-Germain,Manchester United,1:3,LW,6',0:1,Right-footed shot,Not Applicable
Champions League ,Gruppenphase,02/12/20,Away,Paris Saint-Germain,Manchester United,1:3,LW,90'+1,1:3,Left-footed shot,Rafinha
Champions League ,Gruppenphase,09/12/20,Home,Paris Saint-Germain,Basaksehir FK,5:1,SS,21',1:0,Right-footed shot,Marco Verratti
Champions League ,Gruppenphase,09/12/20,Home,Paris Saint-Germain,Basaksehir FK,5:1,SS,37',2:0,Counter attack goal,Kylian Mbappé
Champions League ,Gruppenphase,09/12/20,Home,Paris Saint-Germain,Basaksehir FK,5:1,SS,50',4:0,Right-footed shot,Ángel Di María
Trophée des Champions ,Finale,13/01/21,Home,Paris Saint-Germain,Olympique Marseille,2:1,LW,85',2:0,Penalty,Not Applicable
Ligue 1 ,21,22/01/21,Home,Paris Saint-Germain,Montpellier HSC,4:0,LW,60',2:0,Right-footed shot,Kylian Mbappé
Ligue 1 ,22,31/01/21,Away,Paris Saint-Germain,FC Lorient,3:2,LW,45',1:1,Penalty,Not Applicable
Ligue 1 ,22,31/01/21,Away,Paris Saint-Germain,FC Lorient,3:2,LW,58',1:2,Penalty,Not Applicable
Coupe de France ,Viertelfinale,21/04/21,Home,Paris Saint-Germain,Angers SCO,5:0,SS,65',3:0,Header,Julian Draxler
Ligue 1 ,35,01/05/21,Home,Paris Saint-Germain,RC Lens,2:1,LW,33',1:0,Right-footed shot,Julian Draxler
Ligue 1 ,36,09/05/21,Away,Paris Saint-Germain,Stade Rennais FC,1:1,LW,45'+6,0:1,Penalty,Not Applicable
Ligue 1 ,37,16/05/21,Home,Paris Saint-Germain,Stade Reims,4:0,SS,13',1:0,Penalty,Not Applicable
Ligue 1 ,6,19/09/21,Home,Paris Saint-Germain,Olympique Lyon,2:1,LW,66',1:1,Penalty,Not Applicable
Ligue 1 ,13,06/11/21,Away,Paris Saint-Germain,FC Girondins Bordeaux,2:3,LW,26',0:1,Right-footed shot,Kylian Mbappé
Ligue 1 ,13,06/11/21,Away,Paris Saint-Germain,FC Girondins Bordeaux,2:3,LW,43',0:2,Right-footed shot,Kylian Mbappé
Ligue 1 ,25,19/02/22,Away,Paris Saint-Germain,FC Nantes,3:1,LW,47',3:1,Right-footed shot,Lionel Messi
Ligue 1 ,28,13/03/22,Home,Paris Saint-Germain,FC Girondins Bordeaux,3:0,LW,52',2:0,Right-footed shot,Achraf Hakimi
Ligue 1 ,30,03/04/22,Home,Paris Saint-Germain,FC Lorient,5:1,LW,12',1:0,Right-footed shot,Kylian Mbappé
Ligue 1 ,30,03/04/22,Home,Paris Saint-Germain,FC Lorient,5:1,LW,90',5:1,Right-footed shot,Kylian Mbappé
Ligue 1 ,31,09/04/22,Away,Paris Saint-Germain,Clermont Foot 63,1:6,LW,6',0:1,Left-footed shot,Lionel Messi
Ligue 1 ,31,09/04/22,Away,Paris Saint-Germain,Clermont Foot 63,1:6,LW,71',1:3,Penalty,Not Applicable
Ligue 1 ,31,09/04/22,Away,Paris Saint-Germain,Clermont Foot 63,1:6,LW,83',1:6,Left-footed shot,Kylian Mbappé
Ligue 1 ,32,17/04/22,Home,Paris Saint-Germain,Olympique Marseille,2:1,LW,12',1:0,Left-footed shot,Marco Verratti
Ligue 1 ,36,08/05/22,Home,Paris Saint-Germain,ESTAC Troyes,2:2,LW,25',2:0,Penalty,Not Applicable
Ligue 1 ,38,21/05/22,Home,Paris Saint-Germain,FC Metz,5:0,LW,31',3:0,Right-footed shot,Not Applicable
Trophée des Champions ,Finale,31/07/22,Home,Paris Saint-Germain,FC Nantes,4:0,LW,45'+5,2:0,Direct free kick,Not Applicable
Trophée des Champions ,Finale,31/07/22,Home,Paris Saint-Germain,FC Nantes,4:0,LW,82',4:0,Penalty,Not Applicable
Ligue 1 ,1,06/08/22,Away,Paris Saint-Germain,Clermont Foot 63,0:5,LW,9',0:1,Right-footed shot,Lionel Messi
Ligue 1 ,2,13/08/22,Home,Paris Saint-Germain,Montpellier HSC,5:2,SS,43',2:0,Penalty,Not Applicable
Ligue 1 ,2,13/08/22,Home,Paris Saint-Germain,Montpellier HSC,5:2,SS,51',3:0,Header,Not Applicable
Ligue 1 ,3,21/08/22,Away,Paris Saint-Germain,LOSC Lille,1:7,LW,43',0:4,Right-footed shot,Not Applicable
Ligue 1 ,3,21/08/22,Away,Paris Saint-Germain,LOSC Lille,1:7,LW,52',0:5,Right-footed shot,Achraf Hakimi
Ligue 1 ,4,28/08/22,Home,Paris Saint-Germain,AS Monaco,1:1,LW,70',1:1,Penalty,Not Applicable
Ligue 1 ,5,31/08/22,Away,Paris Saint-Germain,FC Toulouse,0:3,LW,37',0:1,Right-footed shot,Lionel Messi
Ligue 1 ,7,10/09/22,Home,Paris Saint-Germain,Stade Brestois 29,1:0,SS,30',1:0,Left-footed shot,Lionel Messi
Champions League ,Gruppenphase,14/09/22,Away,Paris Saint-Germain,Maccabi Haifa,1:3,LW,88',1:3,Left-footed shot,Marco Verratti
Ligue 1 ,11,16/10/22,Home,Paris Saint-Germain,Olympique Marseille,1:0,AM,45'+2,1:0,Right-footed shot,Kylian Mbappé
Champions League ,Gruppenphase,25/10/22,Home,Paris Saint-Germain,Maccabi Haifa,7:2,AM,35',3:0,Right-footed shot,Lionel Messi
Ligue 1 ,13,29/10/22,Home,Paris Saint-Germain,ESTAC Troyes,4:3,LW,62',3:2,Right-footed shot,Lionel Messi
Ligue 1 ,14,06/11/22,Away,Paris Saint-Germain,FC Lorient,1:2,AM,9',0:1,Left-footed shot,Hugo Ekitiké
Coupe de France ,6.Runde,23/01/23,Away,Paris Saint-Germain,US Pays de Cassel,0:7,LW,33',0:2,Left-footed shot,Kylian Mbappé
Ligue 1 ,20,29/01/23,Home,Paris Saint-Germain,Stade Reims,1:1,LW,51',1:0,Left-footed shot,Juan Bernat
Ligue 1 ,24,19/02/23,Home,Paris Saint-Germain,LOSC Lille,4:3,AM,17',2:0,Right-footed shot,Vitinha
AFC Champions League ,Gruppenphase,03/10/23,Away,Al-Hilal SFC,FC Nassaji Mazandaran,0:3,AM,58',0:2,Left-footed shot,Nasser Al-Dawsari
Campeonato Paulista ,10,17/02/25,Home,Santos FC,EC Água Santa (SP),3:1,AM,14',1:0,Penalty,Not Applicable
Campeonato Paulista ,12,23/02/25,Away,Santos FC,AA Internacional de Limeira,0:3,AM,27',0:2,Direct corner,Not Applicable
Campeonato Paulista ,Viertelfinale,03/03/25,Home,Santos FC,Red Bull Bragantino,2:0,AM,9',1:0,Direct free kick,Not Applicable
Série A ,14,17/07/25,Home,Santos FC,CR Flamengo,1:0,AM,84',1:0,Counter attack goal,Guilherme
Série A ,18,05/08/25,Home,Santos FC,Esporte Clube Juventude,3:1,AM,37',1:0,Left-footed shot,Not Applicable
Série A ,18,05/08/25,Home,Santos FC,Esporte Clube Juventude,3:1,AM,80',3:1,Penalty,Not Applicable
Série A ,34,20/11/25,Home,Santos FC,Mirassol Futebol Clube (SP),1:1,AM,4',1:0,Counter attack goal,Lautaro Díaz
